,nombre articulo,precio,link,company,model,year,version,color,fuel,doors,transmisions,motor,bodywork,km
81,Nissan Frontier 2.3bt S 4x2 At L22,$9.000.000,https://auto.mercadolibre.com.ar/MLA-1319287791-frontier-s-4x2-mt-2023-_JM#position=34&search_layout=grid&type=item&tracking_id=5b79ed54-8e0e-4244-9c98-339d625b8923,Nissan,Frontier,2023,2.3bt S 4x2 At L22,Gris,Diésel,4,Automática,2.3,Pick-Up,0 km
82,Fiat Cronos 1.3 Drive Mt,$1.290.000,https://auto.mercadolibre.com.ar/MLA-1319184304-fiat-cronos-drive-13-mt-0km-1290000-retire-ya-fv-_JM#position=35&search_layout=grid&type=item&tracking_id=5b79ed54-8e0e-4244-9c98-339d625b8923,Fiat,Cronos,2023,1.3 Drive Mt,Gris,Nafta,4,Manual,1.3,Sedán,0 km
83,Fiat Cronos 1.3 Drive Mt,$1.290.000,https://auto.mercadolibre.com.ar/MLA-1319255261-fiat-cronos-drive-13-mt-1290000-retire-ya-fv-_JM#position=36&search_layout=grid&type=item&tracking_id=5b79ed54-8e0e-4244-9c98-339d625b8923,Fiat,Cronos,2023,1.3 Drive Mt,Gris,Nafta,4,Manual,1.3,Sedán,0 km
84,Fiat Cronos 1.3 Drive S-design Mt,$1.500.000,https://auto.mercadolibre.com.ar/MLA-1319294195-fiat-cronos-13-gse-drive-pack-conectividad-mf-_JM#position=37&search_layout=grid&type=item&tracking_id=5b79ed54-8e0e-4244-9c98-339d625b8923,Fiat,Cronos,2023,1.3 Drive S-design Mt,Plateado,Nafta,4,Manual,1.3,Sedán,0 km
85,Chevrolet Tracker 1.2 Turbo Premier At,$7.999.900,https://auto.mercadolibre.com.ar/MLA-1319255231-chevrolet-tracker-12-turbo-premier-at-forestcar-al-5-_JM#position=38&search_layout=grid&type=item&tracking_id=5b79ed54-8e0e-4244-9c98-339d625b8923,Chevrolet,Tracker,2023,1.2 Turbo Premier At,Gris,Nafta,5,Automática,1.2,SUV,0 km
86,Fiat Pulse 1.3 Drive Gse Cvt,$6.400.000,https://auto.mercadolibre.com.ar/MLA-1319100416-fiat-pulse-13-drive-gse-cvt-mf-_JM#position=39&search_layout=grid&type=item&tracking_id=5b79ed54-8e0e-4244-9c98-339d625b8923,Fiat,Pulse,2023,1.3 Drive Gse Cvt,Plateado,Nafta,5,Automática,1.3,SUV,0 km
87,Chevrolet Tracker 1.2 Ltz Turbo At,$7.499.900,https://auto.mercadolibre.com.ar/MLA-1319177700-chevrolet-tracker-12-turbo-ltz-at-forestcar-balbin-al-5-_JM#position=40&search_layout=grid&type=item&tracking_id=5b79ed54-8e0e-4244-9c98-339d625b8923,Chevrolet,Tracker,2023,1.2 Ltz Turbo At,Gris,Nafta,5,Automática,1.2,SUV,0 km
88,Nissan Frontier 2.3bt X-gear 4x4 At L22,$11.300.000,https://auto.mercadolibre.com.ar/MLA-1319100405-nissan-frontier-x-gaear-4x4-at-2023-_JM#position=41&search_layout=grid&type=item&tracking_id=5b79ed54-8e0e-4244-9c98-339d625b8923,Nissan,Frontier,2023,2.3bt X-gear 4x4 At L22,Blanco,Diésel,4,Automática,2.3,Pick-Up,0 km
89,Fiat Cronos 1.3 Drive Mt,$1.290.000,https://auto.mercadolibre.com.ar/MLA-1319177643-fiat-cronos-drive-13-mt-1290000-retire-ya-fv-_JM#position=42&search_layout=grid&type=item&tracking_id=5b79ed54-8e0e-4244-9c98-339d625b8923,Fiat,Cronos,2023,1.3 Drive Mt,Gris,Nafta,4,Manual,1.3,Sedán,0 km
90,Chevrolet Tracker 1.2 Turbo At Argentina,$6.499.900,https://auto.mercadolibre.com.ar/MLA-1319100344-chevrolet-tracker-12-turbo-at-0km-forestcar-balbin-al-_JM#position=43&search_layout=grid&type=item&tracking_id=5b79ed54-8e0e-4244-9c98-339d625b8923,Chevrolet,Tracker,2023,1.2 Turbo At argentina,Blanco,Nafta,5,Automática,1.2,SUV,0 km
91,Volkswagen Amarok 3.0 V6 Cd Highline,$17.100.000,https://auto.mercadolibre.com.ar/MLA-1319384594-volkswagen-amarok-highline-v6-258cv-4x4-at-stock-0km-sb-_JM#position=44&search_layout=grid&type=item&tracking_id=5b79ed54-8e0e-4244-9c98-339d625b8923,Volkswagen,Amarok,2022,3.0 V6 Cd Highline,Negro,Diésel,4,Automática,3.0,Pick-Up,0 km
92,Fiat Cronos 1.3 Attractive Mt,$3.874.000,https://auto.mercadolibre.com.ar/MLA-1319254608-fiat-cronos-attractive-lh2-_JM#position=45&search_layout=grid&type=item&tracking_id=5b79ed54-8e0e-4244-9c98-339d625b8923,Fiat,Cronos,2023,1.3 Attractive Mt,Gris,Nafta,4,Manual,1.3,Sedán,0 km
93,Fiat Cronos 1.3 Drive Cvt,$4.619.000,https://auto.mercadolibre.com.ar/MLA-1319241678-fiat-cronos-cvt-lh2-_JM#position=46&search_layout=grid&type=item&tracking_id=5b79ed54-8e0e-4244-9c98-339d625b8923,Fiat,Cronos,2023,1.3 Drive Cvt,Blanco,Nafta,4,Automática,1.3,Sedán,0 km
94,Fiat Cronos 1.3 Drive Mt,$4.235.000,https://auto.mercadolibre.com.ar/MLA-1319177075-fiat-cronos-drive-lh2-_JM#position=47&search_layout=grid&type=item&tracking_id=5b79ed54-8e0e-4244-9c98-339d625b8923,Fiat,Cronos,2023,1.3 Drive Mt,Negro,Nafta,4,Manual,1.3,Sedán,0 km
95,Fiat Pulse 1.0 Impetus T3 Cvt,$5.950.000,https://auto.mercadolibre.com.ar/MLA-1318655161-fiat-pulse-impetus-automatica-0km-promocion-hasta-25-enero-g-_JM#position=48&search_layout=grid&type=item&tracking_id=5b79ed54-8e0e-4244-9c98-339d625b8923,Fiat,Pulse,2023,1.0 Impetus T3 Cvt,Rojo,Nafta,5,Automática,1.0,SUV,0 km
96,Fiat Cronos 1.3 Gse Drive Pack Conectividad,$4.400.000,https://auto.mercadolibre.com.ar/MLA-1318635962-fiat-cronos-2023-0km-mejor-precio-facilidades-de-compra-g-_JM#position=1&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Fiat,Cronos,2023,1.3 Gse Drive Pack Conectividad,Blanco,Nafta,4,Manual,1.3,Sedán,0 km
97,Fiat Pulse 1.3 Drive Gse Cvt,$6.750.000,https://auto.mercadolibre.com.ar/MLA-1318706442-fiat-pulse-0km-suv-compacta-automatica-retira-tomo-usado-g-_JM#position=2&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Fiat,Pulse,2023,1.3 Drive Gse Cvt,Gris,Nafta,5,Automática,1.3,SUV,0 km
98,Fiat Cronos 1.3 Attractive Mt,$3.950.000,https://auto.mercadolibre.com.ar/MLA-1318866486-fiat-cronos-0km-2023-retira-no-es-plan-de-ahorro-promocion-g-_JM#position=3&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Fiat,Cronos,2023,1.3 Attractive Mt,Gris,Nafta,4,Manual,1.3,Sedán,0 km
99,Kia Rio 1.6 Sx 4at,$8.980.000,https://auto.mercadolibre.com.ar/MLA-1318590012-kia-rio-sx-16-at-entrega-inmediata-_JM#position=4&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Kia,Rio,2023,1.6 Sx 4at,Gris,Nafta,5,Automática,1.6,Hatchback,0 km
100,Fiat Cronos 1.3 Attractive Mt,$3.899.999,https://auto.mercadolibre.com.ar/MLA-1318705740-fiat-cronos-13-gse-attractive-drive-y-s-design-dlf-_JM#position=5&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Fiat,Cronos,2023,1.3 Attractive Mt,Plateado,Nafta,4,Manual,1.3,Sedán,0 km
101,Chevrolet Tracker 1.2 Turbo Ltz At,$7.450.900,https://auto.mercadolibre.com.ar/MLA-1318647447-chevrolet-tracker-ltz-at6-12-turbo-entrega-ya-dq-5-_JM#position=6&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Chevrolet,Tracker,2023,1.2 Turbo Ltz At,Rojo,Nafta,5,Automática,1.2,SUV,0 km
102,Fiat Cronos 1.3 Drive Cvt,$4.200.000,https://auto.mercadolibre.com.ar/MLA-1318718442-fiat-cronos-cvt-lh2-_JM#position=7&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Fiat,Cronos,2023,1.3 Drive Cvt,Blanco,Nafta,4,Automática,1.3,Sedán,0 km
103,Fiat Cronos 1.3 Attractive Mt,$3.979.999,https://auto.mercadolibre.com.ar/MLA-1318744185-fiat-cronos-13-attractive-ultima-unid-drive-y-s-design-dlf-_JM#position=8&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Fiat,Cronos,2023,1.3 Attractive Mt,Gris,Nafta,4,Manual,1.3,Sedán,0 km
104,Fiat Cronos 1.3 Drive Mt,$4.235.000,https://auto.mercadolibre.com.ar/MLA-1318744183-fiat-cronos-drive-mt-lh2-_JM#position=9&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Fiat,Cronos,2023,1.3 Drive Mt,Negro,Nafta,4,Manual,1.3,Sedán,0 km
105,Fiat Cronos 1.3 Drive Cvt,$4.599.000,https://auto.mercadolibre.com.ar/MLA-1318922922-fiat-cronos-drive-lh2-_JM#position=10&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Fiat,Cronos,2023,1.3 Drive Cvt,Rojo,Nafta,4,Automática,1.3,Sedán,0 km
106,Fiat Cronos 1.3 Attractive Mt,$3.899.999,https://auto.mercadolibre.com.ar/MLA-1318705054-fiat-cronos-13-attractive-varias-version-tom-usado-dlf-_JM#position=11&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Fiat,Cronos,2023,1.3 Attractive Mt,Negro,Nafta,4,Manual,1.3,Sedán,0 km
107,Chevrolet Onix 1.4 Black Edition 1.4,$4.799.900,https://auto.mercadolibre.com.ar/MLA-1318634381-chevrolet-onix-joy-black-ltz-14-0km-entrega-stock-fr-_JM#position=12&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Chevrolet,Onix,2023,1.4 Black Edition 1.4,Rojo,Nafta,5,Manual,1.4,Hatchback,0 km
108,Chevrolet Onix 1.0 Turbo Ltz Mt,$5.599.900,https://auto.mercadolibre.com.ar/MLA-1318589125-chevrolet-onix-rs-turbo-ltz-at-0km-entrega-stock-oferta-fr-_JM#position=13&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Chevrolet,Onix,2023,1.0 Turbo Ltz Mt,Plateado,Nafta,5,Manual,1.0,Hatchback,0 km
109,Chevrolet Onix 1.0 Turbo Ltz At,$5.799.900,https://auto.mercadolibre.com.ar/MLA-1318743752-chevrolet-onix-turbo-ltz-at-0km-entrega-stock-oferta-fr-_JM#position=14&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Chevrolet,Onix,2023,1.0 Turbo Ltz At,Negro,Nafta,5,Automática,1.0,Hatchback,0 km
110,Chevrolet Onix 1.2 Lt Tech,$5.099.900,https://auto.mercadolibre.com.ar/MLA-1318724449-chevrolet-onix-12-lt-tech-ltz-0km-entrega-stock-oferta-fr-_JM#position=15&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Chevrolet,Onix,2023,1.2 Lt Tech,Blanco,Nafta,5,Manual,1.2,Hatchback,0 km
111,Chevrolet Onix Plus 1.0 Turbo Premier I Mt,$5.799.900,https://auto.mercadolibre.com.ar/MLA-1318647025-chevrolet-onix-plus-ltz-at-0km-entrega-stock-oferta-fr-_JM#position=16&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Chevrolet,Onix plus,2023,1.0 Turbo Premier I Mt,Blanco,Nafta,4,Manual,1.0,Sedán,0 km
112,Chevrolet Onix Plus 1.2,$4.599.900,https://auto.mercadolibre.com.ar/MLA-1318647024-chevrolet-onix-plus-ls-ltz-0km-entrega-stock-oferta-fr-_JM#position=17&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Chevrolet,Onix plus,2023,1.2,Plateado,Nafta,4,Manual,1.2,Sedán,0 km
113,Fiat Cronos 1.3 Gse Drive,$3.899.999,https://auto.mercadolibre.com.ar/MLA-1318724401-fiat-cronos-13-drive-attractive-ultima-unidad-retire-ya-dlf-_JM#position=18&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Fiat,Cronos,2023,1.3 Gse Drive,Negro,Nafta,4,Manual,1.3,Sedán,0 km
114,Chevrolet Trailblazer 2.8 Nueva Ltz Tdci 200cv,$19.390.900,https://auto.mercadolibre.com.ar/MLA-1318717878-chevrolet-trailblazer-premier-awd-at-0km-entrega-stock-fr-_JM#position=19&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Chevrolet,Trailblazer,2023,2.8 Nueva Ltz Tdci 200cv,Negro,Diésel,5,Automática,2.8,SUV,0 km
115,Chevrolet Equinox 1.5t Lt 2wd,$12.899.900,https://auto.mercadolibre.com.ar/MLA-1318646911-chevrolet-equinox-rs-premier-awd-at-0km-entrega-stock-fr-_JM#position=20&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Chevrolet,Equinox,2023,1.5t Lt 2wd,Blanco,Nafta,5,Automática,1.5,SUV,0 km
116,Chevrolet Equinox 1.5t Premier 4wd,$14.799.900,https://auto.mercadolibre.com.ar/MLA-1318717877-chevrolet-equinox-premier-awd-at-0km-entrega-stock-fr-_JM#position=21&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Chevrolet,Equinox,2023,1.5t Premier 4wd,Plateado,Nafta,5,Automática,1.5,SUV,0 km
117,Fiat Cronos 1.3 Gse Drive,$3.969.999,https://auto.mercadolibre.com.ar/MLA-1318743604-fiat-cronos-drive-13-gse-attractive-s-design-y-cvt-dlf-_JM#position=22&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Fiat,Cronos,2023,1.3 Gse Drive,Negro,Nafta,4,Manual,1.3,Sedán,0 km
118,Fiat Cronos 1.3 Drive S-design Mt,$4.329.999,https://auto.mercadolibre.com.ar/MLA-1318864947-fiat-cronos-13-s-design-entrega-inmed-tomamos-usados-dlf-_JM#position=23&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Fiat,Cronos,2023,1.3 Drive S-design Mt,Negro,Nafta,4,Manual,1.3,Sedán,0 km
119,Chevrolet S10 2.8 Ls Cd Tdci 200cv 4x2,$7.899.900,https://auto.mercadolibre.com.ar/MLA-1318646862-chevrolet-s10-cd-4x2-ls-mt-0km-2023-entrega-stock-fr-_JM#position=24&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Chevrolet,S10,2023,2.8 Ls Cd Tdci 200cv 4x2,Plateado,Diésel,4,Manual,2.8,Pick-Up,0 km
120,Chevrolet S10 2.8 Cd 4x4 Z71 Tdci 200cv At,$11.999.900,https://auto.mercadolibre.com.ar/MLA-1318588950-chevrolet-s10-cd-4x4-z71-ltz-at-0km-2023-entrega-stock-fr-_JM#position=25&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Chevrolet,S10,2023,2.8 Cd 4x4 Z71 Tdci 200cv At,Plateado,Diésel,4,Automática,2.8,Pick-Up,0 km
121,Chevrolet S10 2.8 Cd 4x4 Ltz Tdci 200cv At,$12.399.900,https://auto.mercadolibre.com.ar/MLA-1318743574-chevrolet-s10-cd-4x4-ltz-at-0km-2023-entrega-stock-fr-_JM#position=26&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Chevrolet,S10,2023,2.8 Cd 4x4 Ltz Tdci 200cv At,Blanco,Diésel,4,Automática,2.8,Pick-Up,0 km
122,Volkswagen Amarok 3.0 V6 Extreme,$16.499.000,https://auto.mercadolibre.com.ar/MLA-1318724136-volkswagen-amarok-30tdi-v6-extreme-4x4-at-258cv-financiacio-_JM#position=27&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Volkswagen,Amarok,2023,3.0 V6 Extreme,Blanco,Diésel,4,Automática,3.0,Pick-Up,0 km
123,Fiat Cronos 1.3 Drive Mt,$4.396.000,https://auto.mercadolibre.com.ar/MLA-1318723938-fiat-cronos-drive-mt-lh2-_JM#position=28&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Fiat,Cronos,2023,1.3 Drive Mt,Rojo,Nafta,4,Manual,1.3,Sedán,0 km
124,Fiat Cronos 1.3 Attractive Mt,$3.853.000,https://auto.mercadolibre.com.ar/MLA-1318588334-fiat-cronos-atracttive-0km-2023-0km-entrega-inmediata-_JM#position=29&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Fiat,Cronos,2023,1.3 Attractive Mt,Plateado,Nafta,4,Manual,1.3,Sedán,0 km
125,Nissan Frontier 2.3t Xe 4x2 At L22,$10.098.100,https://auto.mercadolibre.com.ar/MLA-1318704122-nissan-frontier-xe-4x2-at-_JM#position=30&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Nissan,Frontier,2023,2.3t Xe 4x2 At L22,Plateado,Diésel,4,Automática,2.3,Pick-Up,0 km
126,Fiat Cronos 1.3 Drive Mt,$4.205.000,https://auto.mercadolibre.com.ar/MLA-1318473667-fiat-cronos-drive-0km-2023-0km-emtrega-inmediata-_JM#position=31&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Fiat,Cronos,2023,1.3 Drive Mt,Plateado,Nafta,4,Manual,1.3,Sedán,0 km
127,Fiat Toro 2.0 350 Multijet Freedom 4x4 At,$11.190.000,https://auto.mercadolibre.com.ar/MLA-1318651939-fiat-toro-freedom-20-4x4-0km-stock-fisico-entrega-5-dias-fc-_JM#position=32&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Fiat,Toro,2023,2.0 350 Multijet Freedom 4x4 At,Gris,Diésel,4,Automática,2.0,Pick-Up,0 km
128,Chevrolet Onix 1.4 Black Edition 1.4,$4.750.500,https://auto.mercadolibre.com.ar/MLA-1318473380-chevrolet-onix-joy-5p-black-14-mr-_JM#position=33&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Chevrolet,Onix,2023,1.4 Black Edition 1.4,Gris,Nafta,5,Manual,1.4,Hatchback,0 km
129,Volkswagen Taos 1.4 250 Tsi Highline,$13.000.003,https://auto.mercadolibre.com.ar/MLA-1318716091-volkswagen-taos-highline-tiptronic-14-tsi-150-cv-2023-0km3-_JM#position=34&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Volkswagen,Taos,2023,1.4 250 Tsi Highline,Plateado,Nafta,5,Automática,1.4,SUV,0 km
130,Volkswagen Taos 1.4 250 Tsi Highline,$13.000.002,https://auto.mercadolibre.com.ar/MLA-1318741720-volkswagen-taos-highline-tiptronic-14-tsi-150-cv-2023-0km2-_JM#position=35&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Volkswagen,Taos,2023,1.4 250 Tsi Highline,Negro,Nafta,5,Automática,1.4,SUV,0 km
131,Chevrolet Tracker 1.2 Ltz Turbo At,$7.530.500,https://auto.mercadolibre.com.ar/MLA-1318651447-chevrolet-tracker-12-turbo-ltz-at-mr-_JM#position=36&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Chevrolet,Tracker,2023,1.2 Ltz Turbo At,Blanco,Nafta,5,Automática,1.2,SUV,0 km
132,Chevrolet Equinox 1.5t Premier 4wd,$14.690.500,https://auto.mercadolibre.com.ar/MLA-1318650941-chevrolet-equinox-15-turbo-awd-at-mr-_JM#position=37&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Chevrolet,Equinox,2023,1.5t Premier 4wd,Blanco,Nafta,5,Automática,1.5,SUV,0 km
133,Chevrolet Onix 1.0 Turbo Premier I Mt,$5.430.500,https://auto.mercadolibre.com.ar/MLA-1318650388-chevrolet-onix-10-turbo-rs-mt-mr-_JM#position=38&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Chevrolet,Onix,2023,1.0 Turbo Premier I Mt,Negro,Nafta,5,Manual,1.0,Hatchback,0 km
134,Chevrolet S10 2.8 Ls Cd Tdci 200cv 4x2,$7.730.500,https://auto.mercadolibre.com.ar/MLA-1318714879-chevrolet-s10-28-cd-4x2-ls-mr-_JM#position=39&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Chevrolet,S10,2022,2.8 Ls Cd Tdci 200cv 4x2,Plateado,Diésel,4,Manual,2.8,Pick-Up,0 km
135,Fiat Cronos 1.3 Drive S-design Mt,$1.400.000,https://auto.mercadolibre.com.ar/MLA-1318643767-cronos-s-desing-13-0km-ent-inmediata-no-es-plan-fm-_JM#position=40&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Fiat,Cronos,2023,1.3 Drive S-design Mt,Blanco,Nafta,4,Manual,1.3,Sedán,0 km
136,Fiat Cronos 1.3 Drive Mt,$1.300.000,https://auto.mercadolibre.com.ar/MLA-1318246467-cronos-drive-13-gse-entrega-inmed-no-es-plan-fm-_JM#position=41&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Fiat,Cronos,2023,1.3 Drive Mt,Rojo,Nafta,4,Manual,1.3,Sedán,0 km
137,Chevrolet Cruze 1.4 Ltz At Sedan,$8.330.500,https://auto.mercadolibre.com.ar/MLA-1318585831-chevrolet-cruze-4p-ltz-at-mr-_JM#position=42&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Chevrolet,Cruze,2023,1.4 Ltz At Sedan,Blanco,Nafta,4,Automática,1.4,Sedán,0 km
138,Fiat Cronos 1.3 Precision Cvt,$2.500.000,https://auto.mercadolibre.com.ar/MLA-1318650185-cronos-precision-13-0km-ent-inmediata-no-es-plan-fm-_JM#position=43&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Fiat,Cronos,2023,1.3 Precision Cvt,Gris,Nafta,4,Automática,1.3,Sedán,0 km
139,Chevrolet Tracker 1.2 Premier Turbo At,$7.930.500,https://auto.mercadolibre.com.ar/MLA-1318585694-chevrolet-tracker-12-turbo-premier-at-mr-_JM#position=44&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Chevrolet,Tracker,2023,1.2 Premier Turbo At,Blanco,Nafta,5,Automática,1.2,SUV,0 km
140,Chevrolet Tracker 1.2 Turbo At Argentina,$6.350.500,https://auto.mercadolibre.com.ar/MLA-1318701534-chevrolet-tracker-12-turbo-at-mr-_JM#position=45&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Chevrolet,Tracker,2023,1.2 Turbo At argentina,Blanco,Nafta,5,Automática,1.2,SUV,0 km
141,Peugeot 208 1.6l Active Tiptronic,$5.080.000,https://auto.mercadolibre.com.ar/MLA-1318233143-peugeot-208-active-pack-tiptronic-_JM#position=46&search_layout=grid&type=item&tracking_id=79a22776-745f-4af1-b477-a860058b9c3c,Peugeot,208,2023,1.6l Active Tiptronic,Blanco,Nafta,5,Automática,1.6,Hatchback,0 km
